"city","county","year","TOTAL_POP"
"Glendale","Los Angeles County",2001,196612
"Glendale","Los Angeles County",2002,197305
"Glendale","Los Angeles County",2003,198025
"Glendale","Los Angeles County",2004,197042
"Glendale","Los Angeles County",2005,195343
"Glendale","Los Angeles County",2006,193696
"Glendale","Los Angeles County",2007,192810
"Glendale","Los Angeles County",2008,192253
"Glendale","Los Angeles County",2009,191719
"Glendale","Los Angeles County",2010,192916
"Glendale","Los Angeles County",2011,194119
"Glendale","Los Angeles County",2012,195110
"Glendale","Los Angeles County",2013,197010
"Glendale","Los Angeles County",2014,199953
"Glendale","Los Angeles County",2015,200889
"Glendale","Los Angeles County",2016,201705
"Glendale","Los Angeles County",2017,205536
"Glendora","Los Angeles County",1980,39500
"Glendora","Los Angeles County",1981,39800
"Glendora","Los Angeles County",1982,39950
"Glendora","Los Angeles County",1983,40400
"Glendora","Los Angeles County",1984,40800
"Glendora","Los Angeles County",1985,41750
"Glendora","Los Angeles County",1986,42900
"Glendora","Los Angeles County",1987,47100
"Glendora","Los Angeles County",1988,47150
"Glendora","Los Angeles County",1989,47700
"Glendora","Los Angeles County",1990,47383
"Glendora","Los Angeles County",1991,47794
"Glendora","Los Angeles County",1992,47979
"Glendora","Los Angeles County",1993,48206
"Glendora","Los Angeles County",1994,48662
"Glendora","Los Angeles County",1995,48440
"Glendora","Los Angeles County",1996,48478
"Glendora","Los Angeles County",1997,48611
"Glendora","Los Angeles County",1998,48841
"Glendora","Los Angeles County",1999,49415
"Glendora","Los Angeles County",2000,49847
"Glendora","Los Angeles County",2001,50173
"Glendora","Los Angeles County",2002,50462
"Glendora","Los Angeles County",2003,50630
"Glendora","Los Angeles County",2004,50490
"Glendora","Los Angeles County",2005,50195
"Glendora","Los Angeles County",2006,50055
"Glendora","Los Angeles County",2007,49775
"Glendora","Los Angeles County",2008,49840
"Glendora","Los Angeles County",2009,50073
"Glendora","Los Angeles County",2010,50461
"Glendora","Los Angeles County",2011,50829
"Glendora","Los Angeles County",2012,51159
"Glendora","Los Angeles County",2013,51746
"Glendora","Los Angeles County",2014,51808
"Glendora","Los Angeles County",2015,51932
"Glendora","Los Angeles County",2016,52452
"Glendora","Los Angeles County",2017,52703
"Hawaiian Gardens","Los Angeles County",1980,10900
"Hawaiian Gardens","Los Angeles County",1981,11300
"Hawaiian Gardens","Los Angeles County",1982,11800
"Hawaiian Gardens","Los Angeles County",1983,12000
"Hawaiian Gardens","Los Angeles County",1984,12100
"Hawaiian Gardens","Los Angeles County",1985,12550
"Hawaiian Gardens","Los Angeles County",1986,12750
"Hawaiian Gardens","Los Angeles County",1987,12950
"Hawaiian Gardens","Los Angeles County",1988,13300
"Hawaiian Gardens","Los Angeles County",1989,13550
"Hawaiian Gardens","Los Angeles County",1990,13667
"Hawaiian Gardens","Los Angeles County",1991,14143
"Hawaiian Gardens","Los Angeles County",1992,14213
"Hawaiian Gardens","Los Angeles County",1993,14088
"Hawaiian Gardens","Los Angeles County",1994,14292
"Hawaiian Gardens","Los Angeles County",1995,14173
"Hawaiian Gardens","Los Angeles County",1996,14233
"Hawaiian Gardens","Los Angeles County",1997,14347
"Hawaiian Gardens","Los Angeles County",1998,14486
"Hawaiian Gardens","Los Angeles County",1999,14779
"Hawaiian Gardens","Los Angeles County",2000,14816
"Hawaiian Gardens","Los Angeles County",2001,14963
"Hawaiian Gardens","Los Angeles County",2002,15051
"Hawaiian Gardens","Los Angeles County",2003,15000
"Hawaiian Gardens","Los Angeles County",2004,14923
"Hawaiian Gardens","Los Angeles County",2005,14785
"Hawaiian Gardens","Los Angeles County",2006,14627
"Hawaiian Gardens","Los Angeles County",2007,14501
"Hawaiian Gardens","Los Angeles County",2008,14393
"Hawaiian Gardens","Los Angeles County",2009,14254
"Hawaiian Gardens","Los Angeles County",2010,14351
"Hawaiian Gardens","Los Angeles County",2011,14438
"Hawaiian Gardens","Los Angeles County",2012,14518
"Hawaiian Gardens","Los Angeles County",2013,14589
"Hawaiian Gardens","Los Angeles County",2014,14649
"Hawaiian Gardens","Los Angeles County",2015,14680
"Hawaiian Gardens","Los Angeles County",2016,14625
"Hawaiian Gardens","Los Angeles County",2017,14666
"Hawthorne","Los Angeles County",1980,56900
"Hawthorne","Los Angeles County",1981,57900
"Hawthorne","Los Angeles County",1982,59100
"Hawthorne","Los Angeles County",1983,60000
"Hawthorne","Los Angeles County",1984,61200
"Hawthorne","Los Angeles County",1985,62700
"Hawthorne","Los Angeles County",1986,65000
"Hawthorne","Los Angeles County",1987,69100
"Hawthorne","Los Angeles County",1988,70100
"Hawthorne","Los Angeles County",1989,71000
"Hawthorne","Los Angeles County",1990,72775
"Hawthorne","Los Angeles County",1991,74110
"Hawthorne","Los Angeles County",1992,75015
"Hawthorne","Los Angeles County",1993,75788
"Hawthorne","Los Angeles County",1994,77764
"Hawthorne","Los Angeles County",1995,78343
"Hawthorne","Los Angeles County",1996,79326
"Hawthorne","Los Angeles County",1997,80620
"Hawthorne","Los Angeles County",1998,81968
"Hawthorne","Los Angeles County",1999,84112
"Hawthorne","Los Angeles County",2000,84528
"Hawthorne","Los Angeles County",2001,85040
"Hawthorne","Los Angeles County",2002,85385
"Hawthorne","Los Angeles County",2003,85450
"Hawthorne","Los Angeles County",2004,85030
"Hawthorne","Los Angeles County",2005,84380
"Hawthorne","Los Angeles County",2006,84033
"Hawthorne","Los Angeles County",2007,84684
"Hawthorne","Los Angeles County",2008,84465
"Hawthorne","Los Angeles County",2009,84293
"Hawthorne","Los Angeles County",2010,85267
"Hawthorne","Los Angeles County",2011,85909
"Hawthorne","Los Angeles County",2012,86400
"Hawthorne","Los Angeles County",2013,87533
"Hawthorne","Los Angeles County",2014,88365
"Hawthorne","Los Angeles County",2015,88661
"Hawthorne","Los Angeles County",2016,88706
"Hawthorne","Los Angeles County",2017,88772
"Hermosa Beach","Los Angeles County",1980,17950
"Hermosa Beach","Los Angeles County",1981,18050
"Hermosa Beach","Los Angeles County",1982,18150
"Hermosa Beach","Los Angeles County",1983,18200
"Hermosa Beach","Los Angeles County",1984,18150
"Hermosa Beach","Los Angeles County",1985,18200
"Hermosa Beach","Los Angeles County",1986,18300
"Hermosa Beach","Los Angeles County",1987,18500
"Hermosa Beach","Los Angeles County",1988,18400
"Hermosa Beach","Los Angeles County",1989,18200
"Hermosa Beach","Los Angeles County",1990,18061
"Hermosa Beach","Los Angeles County",1991,18234
"Hermosa Beach","Los Angeles County",1992,18324
"Hermosa Beach","Los Angeles County",1993,18309
"Hermosa Beach","Los Angeles County",1994,18003
"Hermosa Beach","Los Angeles County",1995,17952
"Hermosa Beach","Los Angeles County",1996,18005
"Hermosa Beach","Los Angeles County",1997,18082
"Hermosa Beach","Los Angeles County",1998,18247
"Hermosa Beach","Los Angeles County",1999,18566
"Hermosa Beach","Los Angeles County",2000,18767
"Hermosa Beach","Los Angeles County",2001,19088
"Hermosa Beach","Los Angeles County",2002,19241
"Hermosa Beach","Los Angeles County",2003,19389
"Hermosa Beach","Los Angeles County",2004,19340
"Hermosa Beach","Los Angeles County",2005,19217
"Hermosa Beach","Los Angeles County",2006,19174
"Hermosa Beach","Los Angeles County",2007,19283
"Hermosa Beach","Los Angeles County",2008,19312
"Hermosa Beach","Los Angeles County",2009,19506
"Hermosa Beach","Los Angeles County",2010,19607
"Hermosa Beach","Los Angeles County",2011,19728
"Hermosa Beach","Los Angeles County",2012,19808
"Hermosa Beach","Los Angeles County",2013,19879
"Hermosa Beach","Los Angeles County",2014,19859
"Hermosa Beach","Los Angeles County",2015,19815
"Hermosa Beach","Los Angeles County",2016,19684
"Hermosa Beach","Los Angeles County",2017,19673
"Hidden Hills","Los Angeles County",1980,1760
"Hidden Hills","Los Angeles County",1981,1750
"Hidden Hills","Los Angeles County",1982,1770
"Hidden Hills","Los Angeles County",1983,1750
"Hidden Hills","Los Angeles County",1984,1750
"Hidden Hills","Los Angeles County",1985,1780
"Hidden Hills","Los Angeles County",1986,1760
"Hidden Hills","Los Angeles County",1987,1750
"Hidden Hills","Los Angeles County",1988,1700
"Hidden Hills","Los Angeles County",1989,1710
"Hidden Hills","Los Angeles County",1990,1751
"Hidden Hills","Los Angeles County",1991,1808
"Hidden Hills","Los Angeles County",1992,1791
"Hidden Hills","Los Angeles County",1993,1781
"Hidden Hills","Los Angeles County",1994,1768
"Hidden Hills","Los Angeles County",1995,1747
"Hidden Hills","Los Angeles County",1996,1776
"Hidden Hills","Los Angeles County",1997,1812
"Hidden Hills","Los Angeles County",1998,1839
"Hidden Hills","Los Angeles County",1999,1875
"Hidden Hills","Los Angeles County",2000,1904
"Hidden Hills","Los Angeles County",2001,1923
"Hidden Hills","Los Angeles County",2002,1944
"Hidden Hills","Los Angeles County",2003,1941
"Hidden Hills","Los Angeles County",2004,1936
"Hidden Hills","Los Angeles County",2005,1923
"Hidden Hills","Los Angeles County",2006,1902
"Hidden Hills","Los Angeles County",2007,1871
"Hidden Hills","Los Angeles County",2008,1862
"Hidden Hills","Los Angeles County",2009,1856
"Hidden Hills","Los Angeles County",2010,1853
"Hidden Hills","Los Angeles County",2011,1861
"Hidden Hills","Los Angeles County",2012,1873
"Hidden Hills","Los Angeles County",2013,1877
"Hidden Hills","Los Angeles County",2014,1873
"Hidden Hills","Los Angeles County",2015,1877
"Hidden Hills","Los Angeles County",2016,1900
"Hidden Hills","Los Angeles County",2017,1892
"Huntington Park","Los Angeles County",1980,47200
"Huntington Park","Los Angeles County",1981,48600
"Huntington Park","Los Angeles County",1982,49900
"Huntington Park","Los Angeles County",1983,50800
"Huntington Park","Los Angeles County",1984,52300
"Huntington Park","Los Angeles County",1985,53300
"Huntington Park","Los Angeles County",1986,53700
"Huntington Park","Los Angeles County",1987,53400
"Huntington Park","Los Angeles County",1988,54400
"Huntington Park","Los Angeles County",1989,55600
"Huntington Park","Los Angeles County",1990,57141
"Huntington Park","Los Angeles County",1991,57598
"Huntington Park","Los Angeles County",1992,57582
"Huntington Park","Los Angeles County",1993,57713
"Huntington Park","Los Angeles County",1994,57866
"Huntington Park","Los Angeles County",1995,58515
"Huntington Park","Los Angeles County",1996,58690
"Huntington Park","Los Angeles County",1997,59827
"Huntington Park","Los Angeles County",1998,60276
"Huntington Park","Los Angeles County",1999,61348
"Huntington Park","Los Angeles County",2000,61498
"Huntington Park","Los Angeles County",2001,61618
"Huntington Park","Los Angeles County",2002,61980
"Huntington Park","Los Angeles County",2003,61788
"Huntington Park","Los Angeles County",2004,61318
"Huntington Park","Los Angeles County",2005,60587
"Huntington Park","Los Angeles County",2006,60003
"Huntington Park","Los Angeles County",2007,59462
"Huntington Park","Los Angeles County",2008,59014
"Huntington Park","Los Angeles County",2009,58114
"Huntington Park","Los Angeles County",2010,58520
"Huntington Park","Los Angeles County",2011,58879
"Huntington Park","Los Angeles County",2012,59205
"Huntington Park","Los Angeles County",2013,59569
"Huntington Park","Los Angeles County",2014,59724
"Huntington Park","Los Angeles County",2015,59617
"Huntington Park","Los Angeles County",2016,59425
"Huntington Park","Los Angeles County",2017,59473
"Incorporated","Los Angeles County",1980,6551800
"Incorporated","Los Angeles County",1981,6673900
"Incorporated","Los Angeles County",1982,6824800
"Incorporated","Los Angeles County",1983,6957300
"Incorporated","Los Angeles County",1984,7113200
"Incorporated","Los Angeles County",1985,7250200
"Incorporated","Los Angeles County",1986,7379500
"Incorporated","Los Angeles County",1987,7595600
"Incorporated","Los Angeles County",1988,7703900
"Incorporated","Los Angeles County",1989,7865000
"Incorporated","Los Angeles County",2000,8591115
"Incorporated","Los Angeles County",2001,8663856
"Incorporated","Los Angeles County",2002,8726918
"Incorporated","Los Angeles County",2003,8762979
"Incorporated","Los Angeles County",2004,8760614
"Incorporated","Los Angeles County",2005,8739033
"Incorporated","Los Angeles County",2006,8730239
"Incorporated","Los Angeles County",2007,8734880
"Incorporated","Los Angeles County",2008,8747087
"Incorporated","Los Angeles County",2009,8761411
"Incorporated","Los Angeles County",2010,8811824
"Incorporated","Los Angeles County",2011,8882251
"Incorporated","Los Angeles County",2012,8975170
"Incorporated","Los Angeles County",2013,9036218
"Incorporated","Los Angeles County",2014,9092526
"Incorporated","Los Angeles County",2015,9122913
"Incorporated","Los Angeles County",2016,9176527
"Incorporated","Los Angeles County",2017,9226567
"Industry","Los Angeles County",1980,430
"Industry","Los Angeles County",1981,460
"Industry","Los Angeles County",1982,510
"Industry","Los Angeles County",1983,540
"Industry","Los Angeles County",1984,570
"Industry","Los Angeles County",1985,500
"Industry","Los Angeles County",1986,540
"Industry","Los Angeles County",1987,550
"Industry","Los Angeles County",1988,590
"Industry","Los Angeles County",1989,610
"Industry","Los Angeles County",1990,695
"Industry","Los Angeles County",1991,697
"Industry","Los Angeles County",1992,709
"Industry","Los Angeles County",1993,716
"Industry","Los Angeles County",1994,729
"Industry","Los Angeles County",1995,735
"Industry","Los Angeles County",1996,745
"Industry","Los Angeles County",1997,759
"Industry","Los Angeles County",1998,762
"Industry","Los Angeles County",1999,777
"Industry","Los Angeles County",2000,754
"Industry","Los Angeles County",2001,724
"Industry","Los Angeles County",2002,693
"Industry","Los Angeles County",2003,661
"Industry","Los Angeles County",2004,626
"Industry","Los Angeles County",2005,589
"Industry","Los Angeles County",2006,553
"Industry","Los Angeles County",2007,541
"Industry","Los Angeles County",2008,481
"Industry","Los Angeles County",2009,451
"Industry","Los Angeles County",2010,438
"Industry","Los Angeles County",2011,436
"Industry","Los Angeles County",2012,436
"Industry","Los Angeles County",2013,436
"Industry","Los Angeles County",2014,436
"Industry","Los Angeles County",2015,435
"Industry","Los Angeles County",2016,437
"Industry","Los Angeles County",2017,437
"Inglewood","Los Angeles County",1980,94900
"Inglewood","Los Angeles County",1981,97700
"Inglewood","Los Angeles County",1982,100100
"Inglewood","Los Angeles County",1983,102000
"Inglewood","Los Angeles County",1984,103500
"Inglewood","Los Angeles County",1985,105000
"Inglewood","Los Angeles County",1986,107100
"Inglewood","Los Angeles County",1987,107000
"Inglewood","Los Angeles County",1988,107900
"Inglewood","Los Angeles County",1989,109100
"Inglewood","Los Angeles County",1990,110403
"Inglewood","Los Angeles County",1991,110846
"Inglewood","Los Angeles County",1992,111291
"Inglewood","Los Angeles County",1993,110446
"Inglewood","Los Angeles County",1994,110988
"Inglewood","Los Angeles County",1995,110509
"Inglewood","Los Angeles County",1996,110466
"Inglewood","Los Angeles County",1997,110835
"Inglewood","Los Angeles County",1998,111422
"Inglewood","Los Angeles County",1999,112580
"Inglewood","Los Angeles County",2000,112900
"Inglewood","Los Angeles County",2001,113319
"Inglewood","Los Angeles County",2002,113830
