"county","year","total.pop","property.sum","violent.nr.sum","totalcrime.sum","st.le.sum","cnty.le.sum","prosecution.sum","publicdefense.sum","probationdept.sum","st.le.sum_per.crime","cnty.le.sum_per.crime","prosecution.sum_per.crime","publicdefense.sum_per.crime","probationdept.sum_per.crime"
"Ventura",2007,800027,17291,1980,19271,2076,2076,236,87,431,1077.26635877744,1077.26635877744,122.463805718437,45.1455554978984,223.652119765451
"Ventura",2008,806353,16099,2013,18112,2069,2069,244,87,441,1142.33657243816,1142.33657243816,134.717314487633,48.0344522968198,243.484982332155
"Ventura",2009,815130,15329,1905,17234,2029,2029,245,87,424,1177.3238946269,1177.3238946269,142.160844841592,50.4816061274225,246.025298827898
"Ventura",2010,823318,16025,1643,17668,2028,2028,235,87,428,1147.83789902649,1147.83789902649,133.0088295223,49.2415666742133,242.24586823636
"Ventura",2011,830990,14169,1604,15773,2006,2006,239,87,422,1271.79357129272,1271.79357129272,151.524757496989,55.1575477081088,267.54580612439
"Ventura",2012,835143,15921,1564,17485,2065,2065,241,87,417,1181.01229625393,1181.01229625393,137.832427795253,49.7569345152988,238.490134400915
"Ventura",2013,840175,16400,1544,17944,2052,2052,248,92,407,1143.5577351761,1143.5577351761,138.207757467677,51.2706197057512,226.816763263486
"Ventura",2014,844749,16812,1705,18517,2040,2040,253,94,421,1101.69033860777,1101.69033860777,136.631203758708,50.7641626613382,227.358643408759
"Ventura",2015,848925,17253,1967,19220,2052,2052,252,98,453,1067.63787721124,1067.63787721124,131.11342351717,50.9885535900104,235.691987513007
"Ventura",2016,851096,16415,1923,18338,2037,2037,257,103,390,1110.80815792344,1110.80815792344,140.146144617734,56.1675209946559,212.673137746755
"Ventura",2017,854223,15985,1969,17954,2061,2061,263,107,388,1147.93360810961,1147.93360810961,146.485462849504,59.5967472429542,216.107831123984
"Yolo",2003,182954,6629,968,7597,559,559,99,31,82,735.816769777544,735.816769777544,130.314597867579,40.8055811504541,107.937343688298
"Yolo",2004,185237,6565,968,7533,581,581,95,32,87,771.273065179875,771.273065179875,126.111774857295,42.4797557414045,115.491835921943
"Yolo",2005,186269,6224,712,6936,598,598,95,32,112,862.168396770473,862.168396770473,136.966551326413,46.1361014994233,161.476355247982
"Yolo",2006,189615,6259,765,7024,620,620,98,33,123,882.687927107061,882.687927107061,139.521640091116,46.9817767653758,175.113895216401
"Yolo",2007,194339,6708,681,7389,633,633,104,35,148,856.678846934633,856.678846934633,140.749763161456,47.3677087562593,200.297739883611
"Yolo",2008,197154,7285,483,7768,639,639,102,35,147,822.605561277034,822.605561277034,131.307929969104,45.0566426364573,189.23789907312
"Yolo",2009,199791,5760,488,6248,627,627,94,33,110,1003.52112676056,1003.52112676056,150.44814340589,52.8169014084507,176.056338028169
"Yolo",2010,200849,5931,434,6365,593,593,89,30,128,931.657501963865,931.657501963865,139.827179890024,47.1327572663001,201.099764336214
"Yolo",2011,202082,5288,471,5759,581,581,86,31,124,1008.8557041153,1008.8557041153,149.331481159924,53.8287897204376,215.31515888175
"Yolo",2012,204890,5956,485,6441,559,559,81,31,120,867.877658748642,867.877658748642,125.756870051234,48.129172488744,186.306474149977
"Yolo",2013,206650,6434,571,7005,593,593,86,31,110,846.538187009279,846.538187009279,122.769450392577,44.2541042112777,157.030692362598
"Yolo",2014,208873,5507,679,6186,607,607,86,33,110,981.247979308115,981.247979308115,139.023601681216,53.3462657613967,177.820885871322
"Yolo",2015,212428,6050,723,6773,603,603,87,35,99,890.299719474384,890.299719474384,128.451203307249,51.6757714454452,146.168610659973
"Yolo",2016,215959,5368,567,5935,604,604,104,36,99,1017.69165964617,1017.69165964617,175.231676495366,60.6571187868576,166.807076663858
"Yolo",2017,219116,5656,503,6159,602,602,100,36,106,977.431401201494,977.431401201494,162.364020133138,58.4510472479299,172.105861341127
"Yuba",2003,62733,2667,316,2983,130,130,19,NA,138,435.802883003688,435.802883003688,63.6942675159236,NA,462.621521957761
"Yuba",2004,63742,2604,366,2970,195,195,15,NA,128,656.565656565657,656.565656565657,50.5050505050505,NA,430.976430976431
"Yuba",2005,66285,2384,305,2689,202,202,17,NA,107,751.208627742655,751.208627742655,63.2205280773522,NA,397.91744142804
"Yuba",2006,69272,2167,302,2469,211,211,17,NA,106,854.597002835156,854.597002835156,68.8537869582827,NA,429.323612798704
"Yuba",2007,70761,2022,369,2391,213,213,18,NA,108,890.840652446675,890.840652446675,75.2823086574655,NA,451.693851944793
"Yuba",2008,71773,2084,323,2407,216,216,19,NA,109,897.382633984213,897.382633984213,78.9364353967594,NA,452.845866223515
"Yuba",2009,71607,1499,255,1754,215,215,20,NA,114,1225.76966932725,1225.76966932725,114.025085518814,NA,649.942987457241
"Yuba",2010,72155,1698,226,1924,205,205,17,NA,104,1065.48856548857,1065.48856548857,88.3575883575884,NA,540.540540540541
"Yuba",2011,72511,2013,317,2330,206,206,15,NA,103,884.12017167382,884.12017167382,64.3776824034335,NA,442.06008583691
"Yuba",2012,72832,2013,258,2271,208,208,15,NA,97,915.896081021576,915.896081021576,66.0501981505945,NA,427.124614707177
"Yuba",2013,73159,2143,240,2383,202,202,14,0,93,847.671002937474,847.671002937474,58.749475451112,0,390.26437263953
"Yuba",2014,73642,2135,274,2409,200,200,14,0,95,830.2200083022,830.2200083022,58.115400581154,0,394.354503943545
"Yuba",2015,74201,2018,287,2305,199,199,14,0,87,863.340563991323,863.340563991323,60.7375271149675,0,377.440347071583
"Yuba",2016,75185,1944,299,2243,196,196,14,0,95,873.829692376282,873.829692376282,62.4164065983058,0,423.539901917075
"Yuba",2017,77031,2072,302,2374,190,190,15,0,98,800.33698399326,800.33698399326,63.18449873631,0,412.805391743892
